title;release_year;parental_guidelines;duration;genre;date_added;average_rating;description
Roadrunner: A Film About Anthony Bourdain;2021;TV-MA;118 min;['Documentaries'];June 9, 2022;7.8/10;In this groundbreaking documentary, Academy Award®-winning filmmaker Morgan Neville explores the life of the inimitable Anthony Bourdain, tracing his journey from chef at an obscure New York restaurant to one of the most beloved figures in food and beyond. Drawing on unseen footage from Bourdain’s television shows, his recognizable voiceovers, and all-new interviews with those who knew him best, Neville creates an unforgettable record of an extraordinary man’s rise to stardom as a celebrity chef, bestselling author, and Emmy®-winning writer/producer. A nuanced portrait of a complex, contradictory, and charismatic persona, Roadrunner: A Film About Anthony Bourdain is a fitting tribute to the man who reinvented cultural storytelling and himself over and over again.
The Janes;2022;TV-MA;102 min;['Documentaries'];June 9, 2022;6.9/10;"They called themselves ""Jane"" – seven women who built an underground network for women seeking safe, affordable, illegal abortions in 1970s Chicago. More timely than ever, this documentary offers first-hand accounts of these unlikely outlaws who risked everything in the pre-Roe v. Wade era, a time when abortion was a crime in most states."
Irma Vep;2022;TV-MA;;['Comedy', 'Drama'];June 7, 2022;;"Written and directed by Olivier Assayas and based on his 1996 film, this series follows Mira, a disillusioned American movie star (Alicia Vikander) who comes to France to star in a remake of the silent film classic ""Les Vampires."" Set against the backdrop of a crime thriller, Mira struggles as the distinctions between herself and the character she plays begin to blur and merge."
Doctor Who;2005;TV-PG;13 Seasons;['Action', 'Fantasy & Sci-Fi', 'International'];June 6, 2022;8.6/10;An eccentric yet compassionate extraterrestrial Time Lord zips through time and space to solve problems and battle injustice across the universe.
Total Dramarama;2018;TV-Y7;3 Seasons;['Action', 'Comedy', 'Kids & Family'];June 6, 2022;4.2/10;Total Dramarama goes back in time to re-introduce our favorite Total Drama Island cast members as four-year-olds in a daycare center.
Lellobee City Farm;2022;TV-Y;1 Season;['Kids & Family'];June 3, 2022;;Lellobee Farm is a welcoming oasis in the middle of a cosmopolitan city. Each episode features life skills told through simple, fun and relatable songs, emphasizing the values of sharing, patience, and teamwork,
Nudo Mixteco;2022;TV-14;91 min;['Drama', 'International', 'Latino'];June 3, 2022;;The trace of the past is present when three migrants return to a community in the highlands of Mixtec Oaxaca in Mexico. Starring Sonia Couoh, Noé Hernández, Myriam Bravo, Eileen Yañez, Aida López, and Jorge Doal. Written and directed by Ángeles Cruz.
A Man's Story;2010;TV-MA;98 min;['Documentaries', 'International'];June 1, 2022;6.5/10;"1998: already celebrated as one of the most talented menswear designers in the world, Ozwald Boateng is about to go bankrupt and divorce his first wife. Through luck and circumstance director Varon Bonicos is able to switch on a camera. It continues to roll for the next twelve years. What emerges is a behind-the-scenes look into the world of high fashion with one of the most influential menswear designers of his generation. Ending in 2010 when Boateng closes London Fashion Week with the biggest menswear show in history, Bonicos is able to get behind the headlines and chart Boateng's singular dream to succeed. A Man's Story goes to the very heart of what Boateng has spent an entire career trying to distill: ""what it is to be a man."""
Abduction;2011;PG-13;106 min;['Action', 'Crime', 'Kids & Family'];June 1, 2022;5.3/10;"A teen becomes the target of assassins while trying to uncover his true identity after finding a picture of himself as a child on a missing-persons website in this action thriller. Taylor Lautner, Lily Collins, Alfred Molina, Jason Isaacs, Maria Bello, and Sigourney Weaver star. Directed by John Singleton; written by Shawn Christensen."
Across the Universe;2007;PG-13;133 min;['Drama', 'Fantasy & Sci-Fi', 'Music'];June 1, 2022;7.2/10;"A love story between a British youth and an American girl plays out in the turbulent 1960s against the backdrop of the music of the Beatles. ""The kind of movie you watch again, like listening to a favorite album"" (Roger Ebert). Evan Rachel Wood, Jim Sturgess, and Joe Anderson star."
Angels & Demons;2009;PG-13;139 min;['Kids & Family', 'Suspense'];June 1, 2022;6.9/10;What terrifying discovery would make the Vatican turn to Robert Langdon, the man who cracked history's most controversial code? When Langdon discovers evidence of the resurgence of an ancient secret brotherhood known as the Illuminati - the most powerful underground organization in history - he also faces a deadly threat to the existence of the secret organization's most despised enemy: the Catholic Church. Upon learning that the clock is ticking on an unstoppable Illuminati time bomb, Langdon travels to Rome, where he joins forces with Vittoria Vetra, a beautiful and enigmatic Italian scientist.
Assassination Nation;2022;R;108 min;['Action', 'Comedy', 'Crime'];June 1, 2022;5.9/10;When an anonymous hacker leaks the private digital history of thousands of residents of a small town, four high school teens find themselves in a bloody fight for survival as the digital dirt made public catapults the town into full-blown anarchy in this pitch-black comedy written and directed by Sam Levinson. Starring Odessa Young, Abra, Suki Waterhouse, and Hari Nef.
Bay of Angels;1964;TV-PG;84 min;['Drama', 'International', 'Romance'];June 1, 2022;7.4/10;A bank clerk becomes involved in a rollercoaster love affair with a compulsive gambler.
Beach Rats;2017;R;98 min;['Drama'];June 1, 2022;6.6/10;"A troubled young Brooklyn man begins exploring his sexuality in this powerful drama. ""Haunting, raw, dark and dreamy"" (The Hollywood Reporter). Starring Harris Dickinson, Madeline Weinstein, and Kate Hodge. Written and directed by Eliza Hittman."
Bill Cunningham New York;2010;NR;84 min;['Documentaries'];June 1, 2022;8.0/10;Follows New York Times photographer Bill Cunningham on his assignments for the Styles sections of The Times and chronicles his life and work over eight decades. Entering his ninth decade, Cunningham still rides his Schwinn around Manhattan, putting miles between his street-level view of personal style and what the titans of fashion will come to discover down the road. Through his work, he has captured the essence of the singular personality and the looks that have defined generations.
Boomerang;1992;R;117 min;['Comedy', 'Drama', 'Romance'];June 1, 2022;5.7/10;Love-'em-and-leave-'em executive Eddie Murphy gets a dose of his own medicine in this sassy romantic comedy. When he starts an affair with his gorgeous new boss, he thinks he's got it made – until she starts treating him the way he's always treated his girlfriends!
Borat: Cultural Learnings of America for Make Benefit/Kazakhstan;2006;R;84 min;['Comedy'];June 1, 2022;;Borat comes to America...and America may never be the same. Sacha Baron Cohen stars as his 'Da Ali G Show' character Borat Sagdiyev, a TV journalist from Kazakhstan. Dispatched to America along with his hefty producer, Borat leaves his village behind and attempts to observe life as only he can. From state to state, Borat proves his amazing ability to offend everyone he meets.
Border;2022;R;110 min;['Crime', 'Drama', 'International'];June 1, 2022;6.9/10;"A disfigured Swedish customs officer who catches smugglers using her superhuman sense of smell forms a strange bond with a mysterious man with similar characteristics in this fairytale-like thriller. Eva Melander and Eero Milonoff star. Directed by Ali Abbasi; written by Ali Abbasi, Isabella Eklöf, John Ajvide Lindqvist, based on the short story Gräns by John Ajvide Lindqvist."
Caddyshack II;1988;PG;97 min;['Comedy', 'Kids & Family', 'Sports'];June 1, 2022;3.9/10;The poor rich snobs of Bushwood Country Club don't know who they're messing with when they snub rich slob Jackie Mason in this wacky comedy sequel. Jackie wants to join for the sake of his social-climbing daughter, but when pinkies are raised against him, he fights back by buying the club! Chevy Chase and that pesky gopher return for more giddy, goofy laughs.
Caro Comes Out;2022;TV-G;12 min;['Documentaries', 'Kids & Family', 'Latino'];June 1, 2022;;Cuban American writer Caro Hernandez attempts to come out to her entire extended family in this documentary. But in the process, she learns more about her own family history. What started out as an experiment turns out to be a portrait of LGBT history and family. Directed by Brit Fryer & Caro Hernandez.
Chef;2014;R;115 min;['Comedy', 'Drama'];June 1, 2022;7.4/10;A troubled chef looks to reignite his passion for cooking by launching a food truck in this spicy film starring writer/director Jon Favreau. The all-star cast also includes Sofia Vergara, John Leguizamo, Scarlett Johansson, Dustin Hoffman, Oliver Platt, Bobby Cannavale, Amy Sedaris, Emjay Anthony, and Robert Downey Jr. Written and directed by Jon Favreau.
Colossal;2017;R;109 min;['Comedy', 'Drama', 'Fantasy & Sci-Fi'];June 1, 2022;6.1/10;"In this ""bizarre and wonderful"" monster movie with a hilarious twist, Anne Hathaway stars as an aimless party girl with a freaky connection to the massive creature stomping across South Korea. Co-starring Jason Sudeikis, Dan Stevens, Austin Stowell, and Tim Blake Nelson. Written and directed by Nacho Vigalondo."
Crouching Tiger, Hidden Dragon;2000;PG-13;120 min;['Action', 'Drama', 'Fantasy & Sci-Fi'];June 1, 2022;8.0/10;The story of the daughter of a Chinese aristocrat in the first part of the 20th Century who has a secret identity as a subversive outlaw who strikes at night with an array of martial arts skills. The outlaw is tracked by China's greatest female warrior who ends up befriending her.
Damsel;2022;R;113 min;['Comedy', 'Drama', 'Romance'];June 1, 2022;5.4/10;A rich pioneer – joined by the town drunk and a miniature horse – embarks on an adventure across the country to find the love of his life in this Western black comedy starring Robert Pattinson and Mia Wasikowska. Written and directed by David Zellner and Nathan Zellner.
